source target weight
sagittarius capricorn 1
sailboat "artist palette" 2
sailboat "blue heart" 2
sailboat "desert island" 4
sake "cooked rice" 1
sandwich "artist palette" 1
sandwich "high-heeled shoe" 1
sandwich pizza 1
"santa claus" "artist palette" 1
"santa claus" "backhand index pointing right" 1
"santa claus" "christmas tree" 5
"santa claus" "control knobs" 1
"santa claus" "evergreen tree" 1
"santa claus" mrs 1
"santa claus" "red heart" 1
"santa claus" "wrapped gift" 2
"santa claus light skin tone" "christmas tree" 4
"santa claus light skin tone" "glowing star" 1
"santa claus light skin tone" mrs 1
"santa claus light skin tone" "nine o’clock" 1
"santa claus light skin tone" snowflake 2
"santa claus light skin tone" "white medium star" 2
"santa claus light skin tone" "wrapped gift" 1
"santa claus medium-light skin tone" "artist palette" 1
"santa claus medium-light skin tone" "wrapped gift" 1
satellite "globe showing americas" 1
satellite rocket 1
satellite telescope 1
"satellite antenna" "speaker high volume" 1
sauropod "smiling face with heart-eyes" 2
sauropod sparkles 1
saxophone banjo 1
saxophone drum 1
saxophone "hugging face" 1
saxophone "party popper" 1
saxophone trumpet 1
scarf "fallen leaf" 1
school "dog face" 1
school "evergreen tree" 3
school "office building" 3
school "post office" 1
"school backpack" eyes 1
scissors "film frames" 1
scissors fire 1
scissors mermaid 1
scissors "performing arts" 1
scissors rocket 1
scissors "santa claus" 1
scorpio "purple heart" 1
scorpio sagittarius 1
scorpion "birthday cake" 2
scorpion "top hat" 1
scotland "blue heart" 1
scotland "face with tears of joy" 1
scotland "man biking medium-light skin tone" 1
scotland pencil 1
scotland "regional indicator symbol letter m" 1
scroll "artist palette" 2
scroll "page with curl" 3
scroll "video game" 2
"see-no-evil monkey" "backhand index pointing down" 1
"see-no-evil monkey" "beaming face with smiling eyes" 2
"see-no-evil monkey" "black heart" 1
"see-no-evil monkey" "blue heart" 2
"see-no-evil monkey" "crying face" 1
"see-no-evil monkey" "exclamation mark" 1
"see-no-evil monkey" eyes 1
"see-no-evil monkey" "face with tears of joy" 3
"see-no-evil monkey" "flexed biceps" 1
"see-no-evil monkey" "flushed face" 1
"see-no-evil monkey" "folded hands light skin tone" 1
"see-no-evil monkey" grapes 1
"see-no-evil monkey" "growing heart" 3
"see-no-evil monkey" "hear-no-evil monkey" 1
"see-no-evil monkey" "hundred points" 1
"see-no-evil monkey" "loudly crying face" 2
"see-no-evil monkey" "mobile phone" 2
"see-no-evil monkey" rainbow 1
"see-no-evil monkey" "red heart" 1
"see-no-evil monkey" "regional indicator symbol letter d" 1
"see-no-evil monkey" ribbon 1
"see-no-evil monkey" "santa claus" 1
"see-no-evil monkey" "sleeping face" 1
"see-no-evil monkey" "smiling face" 1
"see-no-evil monkey" "smiling face with 3 hearts" 2
"see-no-evil monkey" "smiling face with heart-eyes" 2
"see-no-evil monkey" "smirking face" 1
"see-no-evil monkey" star-struck 1
"see-no-evil monkey" "two hearts" 4
"see-no-evil monkey" "winking face with tongue" 1
seedling airplane 1
seedling "artist palette" 2
seedling bug 1
seedling cactus 2
seedling "camera with flash" 1
seedling "cherry blossom" 2
seedling "crystal ball" 1
seedling cucumber 1
seedling droplet 1
seedling "evergreen tree" 2
seedling "face blowing a kiss" 1
seedling "green heart" 1
seedling herb 1
seedling "hugging face" 1
seedling "laptop computer" 1
seedling "leaf fluttering in wind" 1
seedling "man artist" 1
seedling "mobile phone" 1
seedling "oncoming automobile" 1
seedling rainbow 1
seedling "regional indicator symbol letter n" 1
seedling "revolving hearts" 1
seedling snowflake 1
seedling sparkles 8
seedling "sparkling heart" 1
seedling sunflower 2
seedling "two hearts" 1
seedling violin 1
seedling whale 2
seedling "white medium star" 1
seedling "winking face with tongue" 1
seedling "woman student light skin tone" 1
seedling "yellow heart" 2
selfie anchor 1
selfie "mobile phone with arrow" 1
selfie "smiling face with heart-eyes" 1
"selfie medium skin tone" e-mail 1
"shallow pan of food" "musical notes" 1
shamrock droplet 1
shamrock fire 1
shamrock "front-facing baby chick" 2
shamrock "globe showing europe-africa" 1
shamrock "maple leaf" 2
shamrock "red heart" 1
shamrock sunflower 1
shark "beaming face with smiling eyes" 1
shark "blue heart" 2
shark "carp streamer" 1
shark "downcast face with sweat" 2
shark "face with head-bandage" 1
shark "hot beverage" 1
shark sparkles 2
shark "sparkling heart" 1
shark syringe 1
shark "thumbs up" 1
shark "water wave" 1
shark zzz 1
"shaved ice" "cherry blossom" 1
"shaved ice" cookie 1
"shaved ice" dagger 2
"sheaf of rice" "cloud with snow" 1
"sheaf of rice" herb 1
"sheaf of rice" "leaf fluttering in wind" 1
"sheaf of rice" "red heart" 1
"sheaf of rice" rose 3
"sheaf of rice" seedling 1
"sheaf of rice" "smiling face with sunglasses" 1
"sheaf of rice" tulip 1
shield "crossed swords" 3
shield dagger 2
shield dragon 1
shield gear 1
shield "grinning face with big eyes" 1
shield infinity 2
shield ogre 1
shield "purple heart" 1
shield "winking face" 1
shield "writing hand medium-light skin tone" 1
"shinto shrine" "black small square" 3
"shinto shrine" "martial arts uniform" 1
"shinto shrine" scroll 1
ship "backhand index pointing right" 1
ship "smiling face with smiling eyes" 1
"shooting star" "artist palette" 1
"shooting star" "down arrow" 1
"shooting star" "heart with arrow" 1
"shooting star" koala 1
"shooting star" "milky way" 1
"shooting star" "movie camera" 1
"shooting star" "repeat button" 2
"shooting star" "waning crescent moon" 1
"shooting star" "water wave" 1
"shooting star" zzz 1
"shopping bags" "glowing star" 1
"shopping bags" "regional indicator symbol letter i" 1
"shopping bags" "shopping cart" 1
"shopping bags" "wrapped gift" 1
"shopping cart" "backhand index pointing right" 1
"shopping cart" "cheese wedge" 1
"shopping cart" "framed picture" 2
"shopping cart" "raising hands medium-light skin tone" 1
"shopping cart" "regional indicator symbol letter i" 1
"shopping cart" "shopping bags" 1
"shopping cart" "tear-off calendar" 1
shortcake "birthday cake" 1
shortcake chains 1
shortcake cloud 1
shortcake doughnut 1
shortcake "folded hands medium skin tone" 1
shortcake "glowing star" 1
shortcake lollipop 1
shortcake "pleading face" 2
shortcake strawberry 1
shower "wavy dash" 1
"shushing face" "camera with flash" 1
"shushing face" "face with tears of joy" 1
"shushing face" fire 1
"shushing face" footprints 1
"shushing face" "hundred points" 1
"shushing face" "revolving hearts" 1
"shushing face" "smiling face with sunglasses" 1
"shushing face" "smirking face" 1
"shushing face" sparkles 1
"shushing face" "winking face" 1
"shushing face" "zipper-mouth face" 2
"sign of the horns" "beaming face with smiling eyes" 1
"sign of the horns" "black heart" 1
"sign of the horns" brain 1
"sign of the horns" "crying face" 1
"sign of the horns" "face with tears of joy" 1
"sign of the horns" "face with tongue" 1
"sign of the horns" fire 1
"sign of the horns" "folded hands" 1
"sign of the horns" "grinning face with big eyes" 1
"sign of the horns" headphone 1
"sign of the horns" "heart suit" 1
"sign of the horns" "kitchen knife" 1
"sign of the horns" "middle finger" 1
"sign of the horns" "red heart" 5
"sign of the horns" "rolling on the floor laughing" 2
"sign of the horns" "skull and crossbones" 1
"sign of the horns" "slightly smiling face" 1
"sign of the horns" "smiling face with horns" 1
"sign of the horns" "smiling face with sunglasses" 2
"sign of the horns" sparkles 1
"sign of the horns" "sparkling heart" 1
"sign of the horns" star-struck 1
"sign of the horns" "sun with face" 1
"sign of the horns" "two hearts" 1
"sign of the horns" "weary face" 1
"sign of the horns" "wine glass" 1
"sign of the horns dark skin tone" "purple heart" 3
"sign of the horns light skin tone" "black heart" 1
"sign of the horns light skin tone" "blue heart" 1
"sign of the horns light skin tone" "camera with flash" 2
"sign of the horns light skin tone" fire 1
"sign of the horns light skin tone" "kiss mark" 1
"sign of the horns light skin tone" "left-facing fist light skin tone" 1
"sign of the horns light skin tone" "red heart" 1
"sign of the horns light skin tone" skull 2
"sign of the horns light skin tone" "victory hand light skin tone" 1
"sign of the horns medium-dark skin tone" eyes 1
"sign of the horns medium-dark skin tone" "heavy check mark" 1
"sign of the horns medium-dark skin tone" "star of david" 1
"sign of the horns medium-dark skin tone" "winking face" 2
"sign of the horns medium-light skin tone" "blue heart" 1
"sign of the horns medium-light skin tone" brain 1
"sign of the horns medium-light skin tone" fire 1
"sign of the horns medium-light skin tone" "sign of the horns light skin tone" 1
"sign of the horns medium-light skin tone" "smiling face with 3 hearts" 1
"sign of the horns medium-light skin tone" "smiling face with heart-eyes" 1
"sign of the horns medium-light skin tone" sparkles 2
"sign of the horns medium-light skin tone" "upside-down face" 1
"sign of the horns medium skin tone" alien 1
"sign of the horns medium skin tone" "black heart" 1
"sign of the horns medium skin tone" "camera with flash" 1
"sign of the horns medium skin tone" fire 1
"sign of the horns medium skin tone" "sign of the horns medium-light skin tone" 1
"sign of the horns medium skin tone" "sparkling heart" 1
"sign of the horns medium skin tone" watermelon 1
skateboard "water wave" 1
skis bacon 1
skull alien 1
skull "artist palette" 1
skull baby 1
skull "black heart" 5
skull brain 1
skull "broken heart" 1
skull "cat face with tears of joy" 1
skull "christmas tree" 1
skull "crossed swords" 1
skull crown 1
skull dagger 8
skull deer 1
skull dove 2
skull "evergreen tree" 2
skull eyes 1
skull "face blowing a kiss" 1
skull "face screaming in fear" 2
skull "face with tears of joy" 5
skull fire 1
skull fleur-de-lis 1
skull "funeral urn" 1
skull gear 1
skull "grinning face with sweat" 1
skull herb 2
skull hibiscus 1
skull "honey pot" 1
skull horse 1
skull "hundred points" 1
skull jack-o-lantern 1
skull "keycap 10" 9
skull "kiss mark" 1
skull "kitchen knife" 1
skull "leafy green" 1
skull libra 1
skull "loudly crying face" 3
skull "man running medium-dark skin tone" 1
skull "maple leaf" 1
skull "milky way" 1
skull mushroom 1
skull "new button" 1
skull "ok hand" 1
skull "orange heart" 1
skull "paw prints" 1
skull "pleading face" 1
skull "purple heart" 2
skull rainbow 3
skull "red heart" 1
skull "regional indicator symbol letter g" 1
skull "regional indicator symbol letter j" 1
skull "relieved face" 1
skull "rolling on the floor laughing" 2
skull rose 1
skull seedling 1
skull "skull and crossbones" 1
skull "smiling face with horns" 1
skull sparkles 1
skull sunflower 1
skull syringe 1
skull "two hearts" 3
skull "two men holding hands" 1
skull "upside-down face" 1
skull "white exclamation mark" 1
skull "woman running light skin tone" 1
"skull and crossbones" "american football" 1
"skull and crossbones" anchor 1
"skull and crossbones" brain 1
"skull and crossbones" "face with tears of joy" 1
"skull and crossbones" fire 1
"skull and crossbones" "high-heeled shoe" 1
"skull and crossbones" "litter in bin sign" 1
"skull and crossbones" "money with wings" 1
"skull and crossbones" "red heart" 1
"skull and crossbones" "rolling on the floor laughing" 1
"skull and crossbones" skull 2
"skull and crossbones" "sparkling heart" 1
"skull and crossbones" "thought balloon" 1
"skull and crossbones" "thumbs up" 1
"skull and crossbones" "two hearts" 1
"sleeping face" "beaming face with smiling eyes" 1
"sleeping face" "black heart" 1
"sleeping face" "cherry blossom" 1
"sleeping face" "grimacing face" 1
"sleeping face" "hugging face" 1
"sleeping face" "nail polish" 1
"sleeping face" "night with stars" 1
"sleeping face" "ok hand" 2
"sleeping face" "pleading face" 1
"sleeping face" "red heart" 1
"sleeping face" "relieved face" 1
"sleeping face" star-struck 1
"sleeping face" "two hearts" 1
"sleeping face" "unamused face" 1
"sleeping face" zzz 1
"sleepy face" "clinking beer mugs" 2
"sleepy face" "eight-pointed star" 1
"sleepy face" "face with tears of joy" 1
"sleepy face" fire 1
"sleepy face" handshake 1
"sleepy face" "hot face" 1
"sleepy face" "loudly crying face" 1
"sleepy face" "red heart" 1
"sleepy face" "revolving hearts" 1
"sleepy face" "sad but relieved face" 3
"sleepy face" "sleeping face" 1
"sleepy face" "smiling face with 3 hearts" 1
"sleepy face" "victory hand" 1
"sleepy face" "yawning face" 1
"slightly frowning face" "confused face" 1
"slightly frowning face" "disappointed face" 1
"slightly frowning face" "smiling face with smiling eyes" 1
"slightly smiling face" "artist palette" 2
"slightly smiling face" books 1
"slightly smiling face" "clapping hands light skin tone" 1
"slightly smiling face" "confused face" 1
"slightly smiling face" "crossed swords" 1
"slightly smiling face" eyes 1
"slightly smiling face" "face blowing a kiss" 1
"slightly smiling face" "game die" 1
"slightly smiling face" "globe showing europe-africa" 1
"slightly smiling face" "green heart" 1
"slightly smiling face" "grinning squinting face" 1
"slightly smiling face" "growing heart" 1
"slightly smiling face" "heavy heart exclamation" 1
"slightly smiling face" "hugging face" 3
"slightly smiling face" "kissing face" 1
"slightly smiling face" "regional indicator symbol letter c" 1
"slightly smiling face" snowflake 2
"slightly smiling face" sparkles 1
"slightly smiling face" "sparkling heart" 1
"slightly smiling face" sun 1
"slightly smiling face" "thumbs up" 6
"slightly smiling face" "thumbs up medium-light skin tone" 1
"slightly smiling face" "two hearts" 2
"slightly smiling face" "upside-down face" 1
"slightly smiling face" "woman light skin tone" 1
"slightly smiling face" "yellow heart" 1
"slot machine" "wrapped gift" 1
"small airplane" "cross mark" 1
"small blue diamond" crown 1
"small blue diamond" "face with tears of joy" 2
"small blue diamond" "large blue diamond" 1
"small blue diamond" "nail polish light skin tone" 1
"small blue diamond" "orange heart" 1
"small blue diamond" "red triangle pointed up" 1
"small blue diamond" "round pushpin" 1
"small blue diamond" "small orange diamond" 2
"small blue diamond" "sparkling heart" 2
"small blue diamond" "two hearts" 1
"small blue diamond" "weary cat face" 1
"small blue diamond" "woman artist" 1
"small orange diamond" "cherry blossom" 1
"small orange diamond" "front-facing baby chick" 1
"small orange diamond" hibiscus 1
"small orange diamond" "orange heart" 1
"small orange diamond" "red circle" 1
"small orange diamond" "red heart" 3
"small orange diamond" "small blue diamond" 6
"small orange diamond" "white medium star" 1
"smiling cat face with heart-eyes" "backhand index pointing right" 1
"smiling cat face with heart-eyes" "camera with flash" 1
"smiling cat face with heart-eyes" "cat face with tears of joy" 1
"smiling cat face with heart-eyes" "expressionless face" 1
"smiling cat face with heart-eyes" fire 2
"smiling cat face with heart-eyes" "framed picture" 1
"smiling cat face with heart-eyes" "grinning cat face" 1
"smiling cat face with heart-eyes" "heart suit" 1
"smiling cat face with heart-eyes" "hundred points" 1
"smiling cat face with heart-eyes" "ok hand medium-light skin tone" 1
"smiling cat face with heart-eyes" "purple heart" 1
"smiling cat face with heart-eyes" "red heart" 3
"smiling cat face with heart-eyes" "smiling face with 3 hearts" 2
"smiling cat face with heart-eyes" "sparkling heart" 1
"smiling cat face with heart-eyes" star-struck 1
"smiling cat face with heart-eyes" "sweat droplets" 1
"smiling cat face with heart-eyes" "thumbs up medium-light skin tone" 1
"smiling cat face with heart-eyes" "thumbs up medium skin tone" 1
"smiling cat face with heart-eyes" "two hearts" 2
"smiling cat face with heart-eyes" "woman dancing" 1
"smiling face" "artist palette" 1
"smiling face" "blue heart" 2
"smiling face" bouquet 1
"smiling face" "cherry blossom" 2
"smiling face" "christmas tree" 1
"smiling face" "clapping hands medium skin tone" 1
"smiling face" dizzy 1
"smiling face" "drooling face" 1
"smiling face" "face blowing a kiss" 1
"smiling face" "face savoring food" 1
"smiling face" "face with rolling eyes" 1
"smiling face" fire 3
"smiling face" "folded hands" 4
"smiling face" "grinning face with sweat" 1
"smiling face" "growing heart" 2
"smiling face" "heart decoration" 1
"smiling face" "heart suit" 3
"smiling face" "high voltage" 1
"smiling face" key 1
"smiling face" "kissing face with smiling eyes" 1
"smiling face" "loudly crying face" 1
"smiling face" "mobile phone" 1
"smiling face" "nail polish" 1
"smiling face" "pleading face" 1
"smiling face" "purple heart" 5
"smiling face" "rabbit face" 1
"smiling face" "raising hands light skin tone" 1
"smiling face" "red heart" 10
"smiling face" "revolving hearts" 2
"smiling face" seedling 1
"smiling face" shortcake 1
"smiling face" "slightly smiling face" 1
"smiling face" "smiling face with 3 hearts" 3
"smiling face" "smiling face with smiling eyes" 3
"smiling face" sparkles 9
"smiling face" "sparkling heart" 9
"smiling face" "squinting face with tongue" 1
"smiling face" star-struck 3
"smiling face" "thumbs up" 4
"smiling face" "thumbs up medium-light skin tone" 1
"smiling face" "two hearts" 13
"smiling face" "white heavy check mark" 1
"smiling face" "winking face" 2
"smiling face" "woman dancing" 1
"smiling face" "woman fairy medium skin tone" 1
"smiling face" "yellow heart" 1
"smiling face with 3 hearts" "artist palette" 2
"smiling face with 3 hearts" "backhand index pointing right" 4
"smiling face with 3 hearts" "beaming face with smiling eyes" 3
"smiling face with 3 hearts" "beating heart" 1
"smiling face with 3 hearts" "black heart" 3
"smiling face with 3 hearts" "blond-haired woman medium-dark skin tone" 1
"smiling face with 3 hearts" bouquet 4
"smiling face with 3 hearts" "call me hand medium-light skin tone" 1
"smiling face with 3 hearts" "camera with flash" 1
"smiling face with 3 hearts" cat 4
"smiling face with 3 hearts" "cherry blossom" 4
"smiling face with 3 hearts" "christmas tree" 1
"smiling face with 3 hearts" "clapping hands" 3
"smiling face with 3 hearts" "clapping hands medium-light skin tone" 1
"smiling face with 3 hearts" "clinking glasses" 1
"smiling face with 3 hearts" "cowboy hat face" 1
"smiling face with 3 hearts" "crossed fingers medium-light skin tone" 1
"smiling face with 3 hearts" crown 1
"smiling face with 3 hearts" "crying face" 1
"smiling face with 3 hearts" "desktop computer" 1
"smiling face with 3 hearts" dizzy 2
"smiling face with 3 hearts" doughnut 2
"smiling face with 3 hearts" dove 2
"smiling face with 3 hearts" "drooling face" 1
"smiling face with 3 hearts" eyes 3
"smiling face with 3 hearts" "face blowing a kiss" 14
"smiling face with 3 hearts" "face savoring food" 1
"smiling face with 3 hearts" "face with steam from nose" 2
"smiling face with 3 hearts" "film frames" 1
"smiling face with 3 hearts" fire 5
"smiling face with 3 hearts" "flushed face" 1
"smiling face with 3 hearts" "folded hands" 4
"smiling face with 3 hearts" "folded hands light skin tone" 1
"smiling face with 3 hearts" "folded hands medium-light skin tone" 1
"smiling face with 3 hearts" "fox face" 1
"smiling face with 3 hearts" "gem stone" 1
"smiling face with 3 hearts" "globe showing americas" 1
"smiling face with 3 hearts" "glowing star" 1
"smiling face with 3 hearts" "grinning face with smiling eyes" 2
"smiling face with 3 hearts" "grinning squinting face" 2
"smiling face with 3 hearts" "growing heart" 5
"smiling face with 3 hearts" "heart suit" 5
"smiling face with 3 hearts" "heart with arrow" 1
"smiling face with 3 hearts" "heart with ribbon" 1
"smiling face with 3 hearts" hibiscus 6
"smiling face with 3 hearts" "hot beverage" 1
"smiling face with 3 hearts" "hugging face" 1
"smiling face with 3 hearts" "loudly crying face" 9
"smiling face with 3 hearts" "love letter" 1
"smiling face with 3 hearts" "musical notes" 1
"smiling face with 3 hearts" "nauseated face" 1
"smiling face with 3 hearts" "nerd face" 1
"smiling face with 3 hearts" "ok hand" 2
"smiling face with 3 hearts" "ok hand light skin tone" 1
"smiling face with 3 hearts" "ok hand medium-dark skin tone" 2
"smiling face with 3 hearts" "orange heart" 1
"smiling face with 3 hearts" "party popper" 2
"smiling face with 3 hearts" "partying face" 1
"smiling face with 3 hearts" "pleading face" 6
"smiling face with 3 hearts" "purple heart" 6
"smiling face with 3 hearts" "rabbit face" 1
"smiling face with 3 hearts" rainbow 1
"smiling face with 3 hearts" "raised fist" 1
"smiling face with 3 hearts" "raising hands" 1
"smiling face with 3 hearts" "raising hands medium-light skin tone" 1
"smiling face with 3 hearts" "red heart" 31
"smiling face with 3 hearts" "regional indicator symbol letter c" 1
"smiling face with 3 hearts" "regional indicator symbol letter f" 1
"smiling face with 3 hearts" "regional indicator symbol letter p" 1
"smiling face with 3 hearts" "relieved face" 1
"smiling face with 3 hearts" "revolving hearts" 6
"smiling face with 3 hearts" "right arrow" 1
"smiling face with 3 hearts" ring 1
"smiling face with 3 hearts" rocket 1
"smiling face with 3 hearts" "rolling on the floor laughing" 1
"smiling face with 3 hearts" scarf 1
"smiling face with 3 hearts" "smiling face" 3
"smiling face with 3 hearts" "smiling face with halo" 2
"smiling face with 3 hearts" "smiling face with heart-eyes" 32
"smiling face with 3 hearts" "smiling face with smiling eyes" 3
"smiling face with 3 hearts" "smiling face with sunglasses" 1
"smiling face with 3 hearts" sparkles 13
"smiling face with 3 hearts" "sparkling heart" 11
"smiling face with 3 hearts" star-struck 5
"smiling face with 3 hearts" "sweat droplets" 1
"smiling face with 3 hearts" "thumbs up" 3
"smiling face with 3 hearts" "two hearts" 13
"smiling face with 3 hearts" "unicorn face" 1
"smiling face with 3 hearts" "victory hand" 1
"smiling face with 3 hearts" "waxing gibbous moon" 1
"smiling face with 3 hearts" "weary face" 1
"smiling face with 3 hearts" "winking face" 2
"smiling face with 3 hearts" "winking face with tongue" 1
"smiling face with 3 hearts" "woman fairy" 1
"smiling face with 3 hearts" "woman shrugging medium-light skin tone" 1
"smiling face with 3 hearts" "woozy face" 1
"smiling face with 3 hearts" "wrapped gift" 1
"smiling face with 3 hearts" "yellow heart" 2
"smiling face with 3 hearts" "zany face" 2
"smiling face with halo" "artist palette" 1
"smiling face with halo" "beating heart" 1
"smiling face with halo" "clapping hands" 2
"smiling face with halo" "crystal ball" 1
"smiling face with halo" "exclamation question mark" 1
"smiling face with halo" eyes 1
"smiling face with halo" "face with tears of joy" 1
"smiling face with halo" fire 1
"smiling face with halo" "folded hands light skin tone" 1
"smiling face with halo" "green heart" 1
"smiling face with halo" "grinning face with sweat" 1
"smiling face with halo" "growing heart" 1
"smiling face with halo" "hugging face" 1
"smiling face with halo" "no one under eighteen" 1
"smiling face with halo" "ok hand" 1
"smiling face with halo" "pleading face" 2
"smiling face with halo" rainbow 1
"smiling face with halo" "raising hands" 1
"smiling face with halo" "red heart" 1
"smiling face with halo" "smiling face with 3 hearts" 1
"smiling face with halo" "smiling face with heart-eyes" 3
"smiling face with halo" "smiling face with horns" 5
"smiling face with halo" "smiling face with smiling eyes" 1
"smiling face with halo" snowflake 1
"smiling face with halo" sparkles 1
"smiling face with halo" "squinting face with tongue" 1
"smiling face with halo" "thinking face" 1
"smiling face with halo" "thumbs up" 1
"smiling face with halo" tiger 1
"smiling face with halo" watermelon 1
"smiling face with heart-eyes" "articulated lorry" 1
"smiling face with heart-eyes" "artist palette" 8
"smiling face with heart-eyes" "backhand index pointing down" 6
"smiling face with heart-eyes" "backhand index pointing down medium skin tone" 2
"smiling face with heart-eyes" "backhand index pointing left" 1
"smiling face with heart-eyes" "backhand index pointing right" 42
"smiling face with heart-eyes" banana 2
"smiling face with heart-eyes" "beaming face with smiling eyes" 4
"smiling face with heart-eyes" "beating heart" 7
"smiling face with heart-eyes" bird 2
"smiling face with heart-eyes" "black heart" 9
"smiling face with heart-eyes" "black nib" 1
"smiling face with heart-eyes" "blue heart" 4
"smiling face with heart-eyes" books 2
"smiling face with heart-eyes" brain 1
"smiling face with heart-eyes" cactus 2
"smiling face with heart-eyes" "call me hand medium-dark skin tone" 1
"smiling face with heart-eyes" camera 6
"smiling face with heart-eyes" "cat face with tears of joy" 1
"smiling face with heart-eyes" "clapping hands" 6
"smiling face with heart-eyes" "clapping hands light skin tone" 6
"smiling face with heart-eyes" "clapping hands medium-light skin tone" 1
"smiling face with heart-eyes" "clapping hands medium skin tone" 2
"smiling face with heart-eyes" "clinking glasses" 1
"smiling face with heart-eyes" collision 1
"smiling face with heart-eyes" "crossed fingers" 1
"smiling face with heart-eyes" "crossed fingers medium-light skin tone" 1
"smiling face with heart-eyes" "crying face" 2
"smiling face with heart-eyes" dizzy 2
"smiling face with heart-eyes" "dizzy face" 1
"smiling face with heart-eyes" "dollar banknote" 1
"smiling face with heart-eyes" "double exclamation mark" 1
"smiling face with heart-eyes" "dragon face" 1
"smiling face with heart-eyes" "drooling face" 7
"smiling face with heart-eyes" droplet 1
"smiling face with heart-eyes" "exploding head" 2
"smiling face with heart-eyes" eyes 1
"smiling face with heart-eyes" "face blowing a kiss" 18
"smiling face with heart-eyes" "face savoring food" 6
"smiling face with heart-eyes" "face screaming in fear" 3
"smiling face with heart-eyes" "face with hand over mouth" 1
"smiling face with heart-eyes" "face with monocle" 1
"smiling face with heart-eyes" "face with open mouth" 1
"smiling face with heart-eyes" "face with rolling eyes" 1
"smiling face with heart-eyes" "face with tears of joy" 8
"smiling face with heart-eyes" "fallen leaf" 2
"smiling face with heart-eyes" fire 19
"smiling face with heart-eyes" flashlight 1
"smiling face with heart-eyes" "flexed biceps" 5
"smiling face with heart-eyes" "flexed biceps medium-light skin tone" 1
"smiling face with heart-eyes" "flushed face" 2
"smiling face with heart-eyes" "folded hands" 10
"smiling face with heart-eyes" "folded hands medium-light skin tone" 1
"smiling face with heart-eyes" "folded hands medium skin tone" 1
"smiling face with heart-eyes" "four leaf clover" 1
"smiling face with heart-eyes" "framed picture" 2
"smiling face with heart-eyes" "glowing star" 1
"smiling face with heart-eyes" "green heart" 5
"smiling face with heart-eyes" "grinning face with big eyes" 1
"smiling face with heart-eyes" "grinning face with smiling eyes" 1
"smiling face with heart-eyes" "grinning face with sweat" 4
"smiling face with heart-eyes" "growing heart" 7
"smiling face with heart-eyes" "heart decoration" 1
"smiling face with heart-eyes" "heart suit" 9
"smiling face with heart-eyes" "heart with arrow" 1
"smiling face with heart-eyes" "heart with ribbon" 1
"smiling face with heart-eyes" "heavy heart exclamation" 1
"smiling face with heart-eyes" hibiscus 1
"smiling face with heart-eyes" honeybee 1
"smiling face with heart-eyes" "hot beverage" 1
"smiling face with heart-eyes" "hot face" 2
"smiling face with heart-eyes" "house with garden" 1
"smiling face with heart-eyes" "hugging face" 6
"smiling face with heart-eyes" "hundred points" 4
"smiling face with heart-eyes" "index pointing up" 2
"smiling face with heart-eyes" kiss 1
"smiling face with heart-eyes" "kiss mark" 2
"smiling face with heart-eyes" "kissing face with closed eyes" 1
"smiling face with heart-eyes" "kitchen knife" 1
"smiling face with heart-eyes" "lady beetle" 1
"smiling face with heart-eyes" "light bulb" 1
"smiling face with heart-eyes" lizard 1
"smiling face with heart-eyes" "loudly crying face" 28
"smiling face with heart-eyes" "love letter" 1
"smiling face with heart-eyes" "man dancing medium skin tone" 1
"smiling face with heart-eyes" "man shrugging" 1
"smiling face with heart-eyes" "maple leaf" 2
"smiling face with heart-eyes" motorcycle 1
"smiling face with heart-eyes" "musical notes" 2
"smiling face with heart-eyes" "nerd face" 1
"smiling face with heart-eyes" "no one under eighteen" 1
"smiling face with heart-eyes" "ok hand" 10
"smiling face with heart-eyes" "orange heart" 2
"smiling face with heart-eyes" paintbrush 2
"smiling face with heart-eyes" "party popper" 2
"smiling face with heart-eyes" "paw prints" 2
"smiling face with heart-eyes" peach 11
"smiling face with heart-eyes" pen 1
"smiling face with heart-eyes" pencil 1
"smiling face with heart-eyes" "pleading face" 7
"smiling face with heart-eyes" "pouting face" 1
"smiling face with heart-eyes" "purple heart" 14
"smiling face with heart-eyes" rainbow 2
"smiling face with heart-eyes" "raised fist light skin tone" 2
"smiling face with heart-eyes" "raising hands" 4
"smiling face with heart-eyes" "raising hands light skin tone" 3
"smiling face with heart-eyes" "raising hands medium-dark skin tone" 2
"smiling face with heart-eyes" "raising hands medium-light skin tone" 2
"smiling face with heart-eyes" "raising hands medium skin tone" 2
"smiling face with heart-eyes" "red heart" 76
"smiling face with heart-eyes" "regional indicator symbol letter b" 1
"smiling face with heart-eyes" "regional indicator symbol letter c" 1
"smiling face with heart-eyes" "regional indicator symbol letter e" 1
"smiling face with heart-eyes" "regional indicator symbol letter f" 1
"smiling face with heart-eyes" "regional indicator symbol letter u" 1
"smiling face with heart-eyes" "relieved face" 1
"smiling face with heart-eyes" "revolving hearts" 5
"smiling face with heart-eyes" ring 2
"smiling face with heart-eyes" rose 1
"smiling face with heart-eyes" sauropod 2
"smiling face with heart-eyes" "see-no-evil monkey" 2
"smiling face with heart-eyes" "shopping bags" 1
"smiling face with heart-eyes" "sign of the horns" 1
"smiling face with heart-eyes" "slightly smiling face" 2
"smiling face with heart-eyes" "smiling cat face with heart-eyes" 4
"smiling face with heart-eyes" "smiling face" 4
"smiling face with heart-eyes" "smiling face with 3 hearts" 40
